nom_departement,nom_ville,site_associations_ville
 Eure, BERNAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bernay-27300.html
 Eure, PONT-AUDEMER,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-pont-audemer-27500.html
 Eure, LES ANDELYS,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-andelys-27700.html
 Eure, GAILLON,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-gaillon-27600.html
 Eure, VERNEUIL-SUR-AVRE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-verneuil-sur-avre-27130.html
 Eure, SAINT-MARCEL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-marcel-27-27950.html
 Eure, CONCHES-EN-OUCHE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-conches-en-ouche-27190.html
 Eure, PACY-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-pacy-sur-eure-27120.html
 Eure, SAINT-SEBASTIEN-DE-MORSENT,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-sebastien-de-morsent-27180.html
 Eure, AUBEVOYE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-aubevoye-27940.html
 Eure, BRIONNE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-brionne-27-27800.html
 Eure, LE NEUBOURG,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-neubourg-27110.html
 Eure, PONT-DE-L'ARCHE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-pont-de-l-arche-27340.html
 Eure, GRAVIGNY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-gravigny-27930.html
 Eure, ETREPAGNY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-etrepagny-27150.html
 Eure, LE VAUDREUIL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-vaudreuil-27100.html
 Eure, BEUZEVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-beuzeville-27210.html
 Eure, BRETEUIL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-breteuil-27-27160.html
 Eure, SAINT-ANDRE-DE-L'EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-andre-de-l-eure-27220.html
 Eure, EZY-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-ezy-sur-eure-27530.html
 Eure, LE BOSC-ROGER-EN-ROUMOIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bosc-roger-en-roumois-27670.html
 Eure, GASNY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-gasny-27620.html
 Eure, BEAUMONT-LE-ROGER,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-beaumont-le-roger-27170.html
 Eure, BOURGTHEROULDE-INFREVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bourgtheroulde-infreville-27520.html
 Eure, BOURG-ACHARD,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bourg-achard-27310.html
 Eure, ROMILLY-SUR-ANDELLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-romilly-sur-andelle-27610.html
 Eure, IVRY-LA-BATAILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-ivry-la-bataille-27540.html
 Eure, GUICHAINVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-guichainville-27930.html
 Eure, RUGLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-rugles-27250.html
 Eure, LA BONNEVILLE-SUR-ITON,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bonneville-sur-iton-27190.html
 Eure, NONANCOURT,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-nonancourt-27320.html
 Eure, SERQUIGNY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-serquigny-27470.html
 Eure, LA COUTURE-BOUSSEY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-couture-boussey-27750.html
 Eure, PITRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-p�tres-27590.html
 Eure, SAINT-OUEN-DE-THOUBERVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-ouen-de-thouberville-27310.html
 Eure, LE THUIT-SIGNOL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-thuit-signol-27370.html
 Eure, LERY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-lery-27-27690.html
 Eure, DAMVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-damville-27240.html
 Eure, LA SAUSSAYE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saussaye-27370.html
 Eure, FLEURY-SUR-ANDELLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-fleury-sur-andelle-27380.html
 Eure, PERRIERS-SUR-ANDELLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-perriers-sur-andelle-27910.html
 Eure, GARENNES-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-garennes-sur-eure-27780.html
 Eure, CHARLEVAL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-charleval-27-27380.html
 Eure, SAINT-AUBIN-SUR-GAILLON,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-aubin-sur-gaillon-27600.html
 Eure, THIBERVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-thiberville-27230.html
 Eure, COURCELLES-SUR-SEINE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-courcelles-sur-seine-27940.html
 Eure, SAINT-OUEN-DU-TILLEUL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-ouen-du-tilleul-27670.html
 Eure, ACQUIGNY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-acquigny-27400.html
 Eure, ARNIERES-SUR-ITON,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-arnieres-sur-iton-27180.html
 Eure, MENILLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-menilles-27120.html
 Eure, LA HAYE-MALHERBE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-haye-malherbe-27400.html
 Eure, IGOVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-igoville-27460.html
 Eure, SAINT-GERMAIN-VILLAGE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-germain-village-27500.html
 Eure, MARCILLY-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-marcilly-sur-eure-27810.html
 Eure, BUEIL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bueil-27730.html
 Eure, MENNEVAL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-menneval-27300.html
 Eure, NASSANDRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-nassandres-27550.html
 Eure, MANNEVILLE-SUR-RISLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-manneville-sur-risle-27500.html
 Eure, ALIZAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-alizay-27460.html
 Eure, LIEUREY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-lieurey-27560.html
 Eure, ROUTOT,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-routot-27350.html
 Eure, INCARVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-incarville-27400.html
 Eure, CROTH,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-croth-28520.html
 Eure, SAINT-PIERRE-DES-FLEURS,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-pierre-des-fleurs-27370.html
 Eure, SAINT-PIERRE-DU-VAUVRAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-pierre-du-vauvray-27430.html
 Eure, HAUVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-hauville-27350.html
 Eure, LES DAMPS,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-damps-27340.html
 Eure, HOULBEC-COCHEREL,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-houlbec-cocherel-27120.html
 Eure, SAINT-JUST,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-just-27-27950.html
 Eure, BEZU-SAINT-ELOI,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bezu-saint-eloi-27660.html
 Eure, EPAIGNES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-epaignes-27260.html
 Eure, CORMEILLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-cormeilles-27-27260.html
 Eure, LA MADELEINE-DE-NONANCOURT,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-madeleine-de-nonancourt-27320.html
 Eure, FRANCHEVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-francheville-27-27160.html
 Eure, TOUTAINVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-toutainville-27500.html
 Eure, LE MANOIR,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-manoir-27-27460.html
 Eure, CRIQUEBEUF-SUR-SEINE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-criquebeuf-sur-seine-27340.html
 Eure, NEAUFLES-SAINT-MARTIN,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-neaufles-saint-martin-27830.html
 Eure, SAINT-GERMAIN-SUR-AVRE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-saint-germain-sur-avre-27320.html
 Eure, TILLIERES-SUR-AVRE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-tillieres-sur-avre-27570.html
 Eure, BOURTH,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-bourth-27580.html
 Eure, CORNEVILLE-SUR-RISLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-corneville-sur-risle-27500.html
 Eure, BREUILPONT,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-breuilpont-27640.html
 Eure, SYLVAINS-LES-MOULINS,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-sylvains-les-moulins-27240.html
 Eure, LA CHAPELLE-REANVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-chapelle-reanville-27950.html
 Eure, AVIRON,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-aviron-27930.html
 Eure, BROGLIE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-broglie-27270.html
 Eure, POSES,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-poses-27740.html
 Eure, FERRIERES-HAUT-CLOCHER,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-ferrieres-haut-clocher-27190.html
 Eure, ANDE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-ande-27430.html
 Eure, LA CROIX-SAINT-LEUFROY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-croix-saint-leufroy-27490.html
 Eure, AILLY,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-ailly-27600.html
 Eure, NORMANVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-normanville-27-27930.html
 Eure, PONT-SAINT-PIERRE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-pont-saint-pierre-27360.html
 Eure, ANGERVILLE-LA-CAMPAGNE,https://www.associations-sportives.fr//associations-sportives-ville-eure-27/association-sportive-angerville-la-campagne-27930.html
 Eure-et-Loir, CHARTRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chartres-28000.html
 Eure-et-Loir, DREUX,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-dreux-28100.html
 Eure-et-Loir, LUCE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-luce-28-28110.html
 Eure-et-Loir, CHATEAUDUN,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chateaudun-28200.html
 Eure-et-Loir, VERNOUILLET,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-vernouillet-28-28500.html
 Eure-et-Loir, NOGENT-LE-ROTROU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-nogent-le-rotrou-28400.html
 Eure-et-Loir, MAINVILLIERS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-mainvilliers-28-28300.html
 Eure-et-Loir, LUISANT,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-luisant-28600.html
 Eure-et-Loir, EPERNON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-epernon-28230.html
 Eure-et-Loir, LEVES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-leves-28300.html
 Eure-et-Loir, MAINTENON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-maintenon-28130.html
 Eure-et-Loir, BONNEVAL,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-bonneval-28-28800.html
 Eure-et-Loir, NOGENT-LE-ROI,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-nogent-le-roi-28210.html
 Eure-et-Loir, AUNEAU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-auneau-28700.html
 Eure-et-Loir, SAINT-LUBIN-DES-JONCHERETS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-lubin-des-joncherets-28350.html
 Eure-et-Loir, LE COUDRAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-coudray-28-28630.html
 Eure-et-Loir, SAINT-REMY-SUR-AVRE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-remy-sur-avre-28380.html
 Eure-et-Loir, LA LOUPE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-loupe-28240.html
 Eure-et-Loir, BROU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-brou-28160.html
 Eure-et-Loir, GALLARDON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-gallardon-28320.html
 Eure-et-Loir, CHAMPHOL,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-champhol-28300.html
 Eure-et-Loir, SENONCHES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-senonches-28250.html
 Eure-et-Loir, ILLIERS-COMBRAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-illiers-combray-28120.html
 Eure-et-Loir, VOVES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-voves-28150.html
 Eure-et-Loir, COURVILLE-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-courville-sur-eure-28190.html
 Eure-et-Loir, PIERRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-pierres-28-28130.html
 Eure-et-Loir, CLOYES-SUR-LE-LOIR,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-cloyes-sur-le-loir-28220.html
 Eure-et-Loir, ANET,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-anet-28260.html
 Eure-et-Loir, TOURY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-toury-28310.html
 Eure-et-Loir, HANCHES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-hanches-28130.html
 Eure-et-Loir, SAINT-GEORGES-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-georges-sur-eure-28190.html
 Eure-et-Loir, CHATEAUNEUF-EN-THYMERAIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chateauneuf-en-thymerais-28170.html
 Eure-et-Loir, TREMBLAY-LES-VILLAGES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-tremblay-les-villages-28170.html
 Eure-et-Loir, SAINT-PREST,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-prest-28300.html
 Eure-et-Loir, ABONDANT,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-abondant-28570.html
 Eure-et-Loir, JOUY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-jouy-28-28300.html
 Eure-et-Loir, AMILLY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-amilly-28-28300.html
 Eure-et-Loir, SOREL-MOUSSEL,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-sorel-moussel-28520.html
 Eure-et-Loir, SOURS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-sours-28630.html
 Eure-et-Loir, CHERISY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-cherisy-28-28500.html
 Eure-et-Loir, BU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-b�-28410.html
 Eure-et-Loir, JANVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-janville-28-28310.html
 Eure-et-Loir, SAINT-DENIS-LES-PONTS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-denis-les-ponts-28200.html
 Eure-et-Loir, ARROU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-arrou-28290.html
 Eure-et-Loir, BREZOLLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-brezolles-28270.html
 Eure-et-Loir, YEVRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-yevres-28160.html
 Eure-et-Loir, BOUTIGNY-PROUAIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-boutigny-prouais-28410.html
 Eure-et-Loir, BARJOUVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-barjouville-28630.html
 Eure-et-Loir, CHAUDON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chaudon-28210.html
 Eure-et-Loir, VILLEMEUX-SUR-EURE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/associations-sportives-villemeux-sur-eure-28210.html
 Eure-et-Loir, SAINT-MARTIN-DE-NIGELLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-martin-de-nigelles-28130.html
 Eure-et-Loir, MORANCEZ,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-morancez-28630.html
 Eure-et-Loir, DAMMARIE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-dammarie-28360.html
 Eure-et-Loir, LURAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-luray-28500.html
 Eure-et-Loir, BAILLEAU-LE-PIN,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-bailleau-le-pin-28120.html
 Eure-et-Loir, BEVILLE-LE-COMTE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-beville-le-comte-28700.html
 Eure-et-Loir, AUNAY-SOUS-AUNEAU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-aunay-sous-auneau-28700.html
 Eure-et-Loir, FONTAINE-LA-GUYON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-fontaine-la-guyon-28190.html
 Eure-et-Loir, BAILLEAU-ARMENONVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-bailleau-armenonville-28320.html
 Eure-et-Loir, TREON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-treon-28500.html
 Eure-et-Loir, LA BAZOCHE-GOUET,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-bazoche-gouet-28330.html
 Eure-et-Loir, AUTHON-DU-PERCHE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-authon-du-perche-28330.html
 Eure-et-Loir, MARGON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-margon-28-28400.html
 Eure-et-Loir, COULOMBS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-coulombs-28-28210.html
 Eure-et-Loir, VILLIERS-LE-MORHIER,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-villiers-le-morhier-28130.html
 Eure-et-Loir, NOGENT-LE-PHAYE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-nogent-le-phaye-28630.html
 Eure-et-Loir, BAILLEAU-L'EVEQUE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-bailleau-l-eveque-28300.html
 Eure-et-Loir, UNVERRE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-unverre-28160.html
 Eure-et-Loir, GASVILLE-OISEME,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-gasville-oiseme-28300.html
 Eure-et-Loir, DROUE-SUR-DROUETTE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-droue-sur-drouette-28230.html
 Eure-et-Loir, MARBOUE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-marboue-28200.html
 Eure-et-Loir, SAUSSAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saussay-28-28260.html
 Eure-et-Loir, THIRON-GARDAIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-thiron-gardais-28480.html
 Eure-et-Loir, SAINT-PIAT,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-piat-28130.html
 Eure-et-Loir, THIMERT-GATELLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-thimert-gatelles-28170.html
 Eure-et-Loir, ORGERES-EN-BEAUCE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-orgeres-en-beauce-28140.html
 Eure-et-Loir, OULINS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-oulins-28260.html
 Eure-et-Loir, MEZIERES-EN-DROUAIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-mezieres-en-drouais-28500.html
 Eure-et-Loir, VERT-EN-DROUAIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-vert-en-drouais-28500.html
 Eure-et-Loir, TERMINIERS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-terminiers-28140.html
 Eure-et-Loir, DIGNY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-digny-28250.html
 Eure-et-Loir, CHUISNES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chuisnes-28190.html
 Eure-et-Loir, LA CHAUSSEE-D'IVRY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chaussee-d-ivry-28260.html
 Eure-et-Loir, THIVARS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-thivars-28630.html
 Eure-et-Loir, BERCHERES-LES-PIERRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-bercheres-les-pierres-28630.html
 Eure-et-Loir, MAILLEBOIS,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-maillebois-28170.html
 Eure-et-Loir, LA CHAPELLE-DU-NOYER,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-chapelle-du-noyer-28200.html
 Eure-et-Loir, PONTGOUIN,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-pontgouin-28190.html
 Eure-et-Loir, GARNAY,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-garnay-28500.html
 Eure-et-Loir, MARVILLE-MOUTIERS-BRULE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-marville-moutiers-br�le-28500.html
 Eure-et-Loir, GOUSSAINVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-goussainville-28-28410.html
 Eure-et-Loir, COLTAINVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-coltainville-28300.html
 Eure-et-Loir, DANGEAU,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-dangeau-28160.html
 Eure-et-Loir, FONTAINE-SIMON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-fontaine-simon-28240.html
 Eure-et-Loir, SAINVILLE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-sainville-28700.html
 Eure-et-Loir, BROUE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-broue-28410.html
 Eure-et-Loir, ROUVRES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-rouvres-28-28260.html
 Eure-et-Loir, FAVEROLLES,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-faverolles-28-28210.html
 Eure-et-Loir, PRUNAY-LE-GILLON,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-prunay-le-gillon-28360.html
 Eure-et-Loir, SAINT-LUPERCE,https://www.associations-sportives.fr//associations-sportives-ville-eure-et-loir-28/association-sportive-saint-luperce-28190.html
 Finistère, BREST,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-brest-29200.html
 Finistère, QUIMPER,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-quimper-29000.html
 Finistère, CONCARNEAU,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-concarneau-29900.html
 Finistère, MORLAIX,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-morlaix-29600.html
 Finistère, DOUARNENEZ,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-douarnenez-29100.html
 Finistère, LANDERNEAU,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-landerneau-29800.html
 Finistère, GUIPAVAS,https://www.associations-sportives.fr//associations-sportives-ville-finistre-29/association-sportive-guipavas-29490.html
